contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026081104012252,AKJCL,58,6,200,365.0,73000.0,2026-08-11,196619184,2788,Naasa Securities Co. Ltd.,Agrawal Securities (PVT) Ltd.,2026-08-11T14:59:59.998403,Ankhu Khola Jalvidhyut Company Ltd
2026081103024065,MNBBL,26,19,100,366.8,36680.0,2026-08-11,196619177,474,Asian Securities Private Ltd.,Nepal Investment And Securities Trading Private Limited,2026-08-11T14:59:59.987354,Muktinath Bikas Bank Ltd.
2026081103024064,MNBBL,26,29,50,366.8,18340.0,2026-08-11,196619168,474,Asian Securities Private Ltd.,Trisul Securities & Invt. Ltd.,2026-08-11T14:59:59.987048,Muktinath Bikas Bank Ltd.
2026081105009870,SPL,42,13,10,636.1,6361.0,2026-08-11,196619161,9147,Sani Securities Company Ltd.,Thrive Brokerage House Pvt. Ltd,2026-08-11T14:59:59.944994,Shuvam Power Limited
2026081104012251,AKPL,63,58,175,254.3,44502.5,2026-08-11,196619151,2757,Himalayan Brokerage Company Limited,Naasa Securities Co. Ltd.,2026-08-11T14:59:59.934586,Arun Kabeli Power Ltd.
2026081103024063,SHINE,7,5,10,410.0,4100.0,2026-08-11,196619148,473,J.F. Securites (PVT) Ltd.,Market Securities & Exchange (PVT) Ltd.,2026-08-11T14:59:59.871426,Shine Resunga Development Bank Ltd.
2026081104012250,RIDI,26,56,10,377.0,3770.0,2026-08-11,196619140,610,Asian Securities Private Ltd.,Sri Hari Securities Pvt. Ltd.,2026-08-11T14:59:59.863202,Ridi Power Company Limited
2026081103024062,EDBL,57,45,10,587.9,5879.0,2026-08-11,196619135,274,Aryatara Investment & Securities,Imperial Securities Company Pvt. Ltd.,2026-08-11T14:59:59.836388,Excel Development Bank Ltd.
2026081103024061,GFCL,36,5,10,602.0,6020.0,2026-08-11,196619134,232,Secured Securities Ltd.,Market Securities & Exchange (PVT) Ltd.,2026-08-11T14:59:59.829253,Goodwill Finance Limited
2026081103024060,FMDBL,62,42,10,810.7,8107.0,2026-08-11,196619132,490,Capital Max Securities Ltd,Sani Securities Company Ltd.,2026-08-11T14:59:59.820031,First Micro Finance Laghubitta Bittiya Sanstha Limited
2026081103024059,CFCL,50,28,10,658.0,6580.0,2026-08-11,196619130,245,Cristal Kanchanjanga Securites Pvt. Ltd.,Shree Krishna Securities Ltd.,2026-08-11T14:59:59.745481,Central Finance Co. Ltd.
2026081103024058,NICLBSL,32,6,10,545.2,5452.0,2026-08-11,196619128,2887,Premier Securities Company Ltd.,Agrawal Securities (PVT) Ltd.,2026-08-11T14:59:59.685396,NIC ASIA Laghubitta Bittiya Sanstha Limited
2026081105009869,UHEWA,50,58,10,629.9,6299.0,2026-08-11,196619126,8099,Cristal Kanchanjanga Securites Pvt. Ltd.,Naasa Securities Co. Ltd.,2026-08-11T14:59:59.669704,Upper Hewakhola Hydropower Company Limited
2026081105009868,CKHL,92,45,10,599.0,5990.0,2026-08-11,196619123,9232,Roadshow securities limited,Imperial Securities Company Pvt. Ltd.,2026-08-11T14:59:59.657886,Chirkhwa Hydropower Limited 
2026081105009867,CKHL,92,47,10,595.0,5950.0,2026-08-11,196619121,9232,Roadshow securities limited,Neev Securities Pvt. Ltd.,2026-08-11T14:59:59.657846,Chirkhwa Hydropower Limited 
2026081105009866,CKHL,92,33,10,594.0,5940.0,2026-08-11,196619119,9232,Roadshow securities limited,Dakshinkali Investment & Securities Pvt. Ltd.,2026-08-11T14:59:59.657814,Chirkhwa Hydropower Limited 
2026081105009865,CKHL,92,22,15,593.0,8895.0,2026-08-11,196619117,9232,Roadshow securities limited,Siprabi Securities Pvt. Ltd.,2026-08-11T14:59:59.657788,Chirkhwa Hydropower Limited 
2026081105009864,CKHL,92,90,190,590.0,112100.0,2026-08-11,196619115,9232,Roadshow securities limited,Sajilo Broker Limited,2026-08-11T14:59:59.657758,Chirkhwa Hydropower Limited 
2026081105009863,CKHL,92,4,150,590.0,88500.0,2026-08-11,196619113,9232,Roadshow securities limited,Opal Securities Investment (PVT) Ltd.,2026-08-11T14:59:59.657727,Chirkhwa Hydropower Limited 
2026081105009862,CKHL,92,42,10,589.0,5890.0,2026-08-11,196619110,9232,Roadshow securities limited,Sani Securities Company Ltd.,2026-08-11T14:59:59.657647,Chirkhwa Hydropower Limited 
2026081103024057,GRDBL,87,74,10,1050.9,10509.0,2026-08-11,196619108,2744,S.P.S.A. Securities Limited,KALASH STOCK MARKET PVT. LTD.,2026-08-11T14:59:59.65639,Green Development Bank Ltd.
2026081104012249,HPPL,18,29,20,385.4,7708.0,2026-08-11,196619111,2767,Sagarmatha Securities Private Limited,Trisul Securities & Invt. Ltd.,2026-08-11T14:59:59.636618,Himalayan Power Partner Ltd.
2026081103024056,SAIL,28,87,20,1100.0,22000.0,2026-08-11,196619106,9301,Shree Krishna Securities Ltd.,S.P.S.A. Securities Limited,2026-08-11T14:59:59.632128,Shreenagar Agritech Industries Limited
2026081103024055,SAIL,28,49,30,1100.0,33000.0,2026-08-11,196619103,9301,Shree Krishna Securities Ltd.,Online Securities Pvt. Ltd.,2026-08-11T14:59:59.632044,Shreenagar Agritech Industries Limited
2026081103024054,SAIL,28,58,140,1100.0,154000.0,2026-08-11,196619101,9301,Shree Krishna Securities Ltd.,Naasa Securities Co. Ltd.,2026-08-11T14:59:59.63195,Shreenagar Agritech Industries Limited
2026081103024053,SAIL,28,11,10,1090.0,10900.0,2026-08-11,196619099,9301,Shree Krishna Securities Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,2026-08-11T14:59:59.631816,Shreenagar Agritech Industries Limited
2026081104012248,AKJCL,58,64,386,366.0,141276.0,2026-08-11,196619098,2788,Naasa Securities Co. Ltd.,SUN SECURITIES PVT LTD,2026-08-11T14:59:59.622487,Ankhu Khola Jalvidhyut Company Ltd
2026081104012247,AKJCL,58,58,114,365.9,41712.6,2026-08-11,196619095,2788,Naasa Securities Co. Ltd.,Naasa Securities Co. Ltd.,2026-08-11T14:59:59.622403,Ankhu Khola Jalvidhyut Company Ltd
2026081103024052,CFCL,62,28,10,658.0,6580.0,2026-08-11,196619094,245,Capital Max Securities Ltd,Shree Krishna Securities Ltd.,2026-08-11T14:59:59.518021,Central Finance Co. Ltd.
