contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026072901022096,HBL,58,63,1568,198.0,310464.0,2026-07-29,195656311,134,Naasa Securities Co. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.976656,Himalayan Bank Limited
2026072901022095,HBL,42,63,100,198.0,19800.0,2026-07-29,195656310,134,Sani Securities Company Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.976534,Himalayan Bank Limited
2026072901022094,HBL,53,63,500,198.0,99000.0,2026-07-29,195656308,134,Investment Management Nepal Pvt. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.976405,Himalayan Bank Limited
2026072901022093,HBL,51,63,100,198.0,19800.0,2026-07-29,195656306,134,Oxford Securities Pvt. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.976259,Himalayan Bank Limited
2026072901022092,HBL,33,63,200,198.0,39600.0,2026-07-29,195656302,134,Dakshinkali Investment & Securities Pvt. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.976106,Himalayan Bank Limited
2026072901022091,HBL,1,63,1000,198.0,198000.0,2026-07-29,195656297,134,Kumari Securities Private Limited,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.97598,Himalayan Bank Limited
2026072901022090,HBL,70,63,26,198.0,5148.0,2026-07-29,195656293,134,Infinity Securities Limited,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.975827,Himalayan Bank Limited
2026072901022089,HBL,1,63,200,198.0,39600.0,2026-07-29,195656288,134,Kumari Securities Private Limited,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.975651,Himalayan Bank Limited
2026072901022088,HBL,28,63,100,198.1,19810.0,2026-07-29,195656284,134,Shree Krishna Securities Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.975524,Himalayan Bank Limited
2026072901022087,HBL,54,63,47,198.2,9315.4,2026-07-29,195656276,134,Sewa Securities Pvt. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.975381,Himalayan Bank Limited
2026072901022086,HBL,35,63,40,198.3,7932.0,2026-07-29,195656272,134,Kohinoor Investment & Securities Pvt. Ltd.,Himalayan Brokerage Company Limited,2026-07-29T14:59:59.975111,Himalayan Bank Limited
2026072904010168,SSHL,43,42,10,204.5,2045.0,2026-07-29,195656266,2907,South Asian Bulls Pvt. Ltd.,Sani Securities Company Ltd.,2026-07-29T14:59:59.972435,Shiva Shree Hydropower Ltd
2026072904010167,RIDI,26,34,10,369.9,3699.0,2026-07-29,195656259,610,Asian Securities Private Ltd.,Vision Securities Pvt. Ltd,2026-07-29T14:59:59.949678,Ridi Power Company Limited
2026072905009292,NRN,50,65,79,1398.0,110442.0,2026-07-29,195656252,2898,Cristal Kanchanjanga Securites Pvt. Ltd.,Sharepro Securities Private Limited,2026-07-29T14:59:59.94406,NRN Infrastructure and Development Limited
2026072905009291,NRN,50,17,21,1396.0,29316.0,2026-07-29,195656244,2898,Cristal Kanchanjanga Securites Pvt. Ltd.,ABC Securities Private Limited,2026-07-29T14:59:59.943974,NRN Infrastructure and Development Limited
2026072903006521,JFL,7,22,10,401.0,4010.0,2026-07-29,195656240,250,J.F. Securites (PVT) Ltd.,Siprabi Securities Pvt. Ltd.,2026-07-29T14:59:59.924377,Janaki Finance Company Limited
2026072901022085,SYPNL,48,62,10,1334.0,13340.0,2026-07-29,195656231,9303,Trishakti Securities Public Limited,Capital Max Securities Ltd,2026-07-29T14:59:59.866762,SY Panel Nepal Limited
2026072901022084,NICA,17,58,21,338.9,7116.9,2026-07-29,195656229,139,ABC Securities Private Limited,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.842512,NIC Asia Bank Ltd.
2026072901022083,GBIME,44,58,166,256.9,42645.4,2026-07-29,195656220,341,Dynamic Money Managers Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.77127,Global IME Bank Limited
2026072903006520,MFIL,63,45,250,791.8,197950.0,2026-07-29,195656217,516,Himalayan Brokerage Company Limited,Imperial Securities Company Pvt. Ltd.,2026-07-29T14:59:59.70684,Manjushree Finance Ltd.
2026072901022082,SGHL,74,49,10,535.0,5350.0,2026-07-29,195656211,9345,KALASH STOCK MARKET PVT. LTD.,Online Securities Pvt. Ltd.,2026-07-29T14:59:59.621387,Sanigad Hydro Limited
2026072901022081,SGHL,74,38,10,535.0,5350.0,2026-07-29,195656202,9345,KALASH STOCK MARKET PVT. LTD.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-07-29T14:59:59.621358,Sanigad Hydro Limited
2026072901022080,SGHL,74,36,10,535.0,5350.0,2026-07-29,195656196,9345,KALASH STOCK MARKET PVT. LTD.,Secured Securities Ltd.,2026-07-29T14:59:59.621334,Sanigad Hydro Limited
2026072901022079,SGHL,74,38,10,535.0,5350.0,2026-07-29,195656190,9345,KALASH STOCK MARKET PVT. LTD.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-07-29T14:59:59.621311,Sanigad Hydro Limited
2026072901022078,SGHL,74,45,200,535.0,107000.0,2026-07-29,195656184,9345,KALASH STOCK MARKET PVT. LTD.,Imperial Securities Company Pvt. Ltd.,2026-07-29T14:59:59.621282,Sanigad Hydro Limited
2026072901022077,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656178,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.621255,Sanigad Hydro Limited
2026072901022076,SGHL,74,17,10,535.0,5350.0,2026-07-29,195656172,9345,KALASH STOCK MARKET PVT. LTD.,ABC Securities Private Limited,2026-07-29T14:59:59.621228,Sanigad Hydro Limited
2026072901022075,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656166,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.621204,Sanigad Hydro Limited
2026072901022074,SGHL,74,89,10,535.0,5350.0,2026-07-29,195656160,9345,KALASH STOCK MARKET PVT. LTD.,Global IME Securities Limited,2026-07-29T14:59:59.621179,Sanigad Hydro Limited
2026072901022073,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656155,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.621148,Sanigad Hydro Limited
2026072901022072,SGHL,74,49,10,535.0,5350.0,2026-07-29,195656147,9345,KALASH STOCK MARKET PVT. LTD.,Online Securities Pvt. Ltd.,2026-07-29T14:59:59.621119,Sanigad Hydro Limited
2026072901022071,SGHL,74,41,10,535.0,5350.0,2026-07-29,195656143,9345,KALASH STOCK MARKET PVT. LTD.,Linch Stock Market Ltd.,2026-07-29T14:59:59.621091,Sanigad Hydro Limited
2026072901022070,SGHL,74,57,10,535.0,5350.0,2026-07-29,195656136,9345,KALASH STOCK MARKET PVT. LTD.,Aryatara Investment & Securities,2026-07-29T14:59:59.621064,Sanigad Hydro Limited
2026072901022069,SGHL,74,21,10,535.0,5350.0,2026-07-29,195656130,9345,KALASH STOCK MARKET PVT. LTD.,Midas Stock Broking Company Private Limited,2026-07-29T14:59:59.621009,Sanigad Hydro Limited
2026072901022068,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656123,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.620982,Sanigad Hydro Limited
2026072901022067,SGHL,74,45,10,535.0,5350.0,2026-07-29,195656118,9345,KALASH STOCK MARKET PVT. LTD.,Imperial Securities Company Pvt. Ltd.,2026-07-29T14:59:59.620928,Sanigad Hydro Limited
2026072901022066,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656112,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.620887,Sanigad Hydro Limited
2026072901022065,SGHL,74,20,10,535.0,5350.0,2026-07-29,195656106,9345,KALASH STOCK MARKET PVT. LTD.,Sipla Securities Private Limited,2026-07-29T14:59:59.620858,Sanigad Hydro Limited
2026072901022064,SGHL,74,43,10,535.0,5350.0,2026-07-29,195656100,9345,KALASH STOCK MARKET PVT. LTD.,South Asian Bulls Pvt. Ltd.,2026-07-29T14:59:59.620819,Sanigad Hydro Limited
2026072901022063,SGHL,74,21,10,535.0,5350.0,2026-07-29,195656094,9345,KALASH STOCK MARKET PVT. LTD.,Midas Stock Broking Company Private Limited,2026-07-29T14:59:59.620794,Sanigad Hydro Limited
2026072901022062,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656088,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.620767,Sanigad Hydro Limited
2026072901022061,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656083,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.620719,Sanigad Hydro Limited
2026072901022060,SGHL,74,14,10,535.0,5350.0,2026-07-29,195656076,9345,KALASH STOCK MARKET PVT. LTD.,Nepal Stock House (PVT) Ltd.,2026-07-29T14:59:59.620687,Sanigad Hydro Limited
2026072901022059,SGHL,74,58,10,535.0,5350.0,2026-07-29,195656070,9345,KALASH STOCK MARKET PVT. LTD.,Naasa Securities Co. Ltd.,2026-07-29T14:59:59.620662,Sanigad Hydro Limited
2026072901022058,SGHL,74,52,10,535.0,5350.0,2026-07-29,195656065,9345,KALASH STOCK MARKET PVT. LTD.,Sundhara Securities Limited,2026-07-29T14:59:59.62063,Sanigad Hydro Limited
2026072901022057,SGHL,74,41,60,535.0,32100.0,2026-07-29,195656058,9345,KALASH STOCK MARKET PVT. LTD.,Linch Stock Market Ltd.,2026-07-29T14:59:59.620583,Sanigad Hydro Limited
2026072901022056,SGHL,74,100,200,534.9,106980.0,2026-07-29,195656052,9345,KALASH STOCK MARKET PVT. LTD.,Sunrise Securities Limited,2026-07-29T14:59:59.620557,Sanigad Hydro Limited
2026072901022055,SGHL,74,6,100,534.0,53400.0,2026-07-29,195656046,9345,KALASH STOCK MARKET PVT. LTD.,Agrawal Securities (PVT) Ltd.,2026-07-29T14:59:59.620512,Sanigad Hydro Limited
