contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026091405012277,SPC,62,32,10,397.7,3977.0,2026-09-14,198719100,8025,Capital Max Securities Ltd,Premier Securities Company Ltd.,2026-09-14T14:59:59.967987,Samling Power Company Limited
2026091403014769,YMHL,58,58,10,562.0,5620.0,2026-09-14,198719098,9342,Naasa Securities Co. Ltd.,Naasa Securities Co. Ltd.,2026-09-14T14:59:59.949367,Yambaling Hydropower Limited
2026091404013952,KKHC,91,29,120,272.0,32640.0,2026-09-14,198719096,2751,Citizens Share Broker Limited,Trisul Securities & Invt. Ltd.,2026-09-14T14:59:59.946455,Khanikhola Hydropower Co. Ltd.
2026091405012276,SHIVM,28,39,20,670.0,13400.0,2026-09-14,198719094,2809,Shree Krishna Securities Ltd.,Sumeru Securities Pvt. Ltd.,2026-09-14T14:59:59.915241,SHIVAM CEMENTS LTD
2026091405012275,SHIVM,28,17,80,669.9,53592.0,2026-09-14,198719091,2809,Shree Krishna Securities Ltd.,ABC Securities Private Limited,2026-09-14T14:59:59.915164,SHIVAM CEMENTS LTD
2026091404013951,DHEL,42,48,10,570.0,5700.0,2026-09-14,198719090,9293,Sani Securities Company Ltd.,Trishakti Securities Public Limited,2026-09-14T14:59:59.913448,Daramkhola Hydro Energy Limited
2026091404013950,GHL,45,40,10,244.9,2449.0,2026-09-14,198719088,2806,Imperial Securities Company Pvt. Ltd.,Creative Securities Pvt Ltd,2026-09-14T14:59:59.911819,Ghalemdi Hydro Limited
2026091401008076,LSL,33,49,100,229.4,22940.0,2026-09-14,198719086,141,Dakshinkali Investment & Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,2026-09-14T14:59:59.888546,Laxmi Sunrise Bank Limited
2026091403014768,RSML,76,17,48,2936.0,140928.0,2026-09-14,198719084,9306,Machhapuchchhre Securities Limited,ABC Securities Private Limited,2026-09-14T14:59:59.852136,Reliance Spinning Mills Limited
2026091404013949,RIDI,5,58,10,350.0,3500.0,2026-09-14,198719072,610,Market Securities & Exchange (PVT) Ltd.,Naasa Securities Co. Ltd.,2026-09-14T14:59:59.81091,Ridi Power Company Limited
2026091403014767,SAPDBL,35,49,456,630.0,287280.0,2026-09-14,198719082,2860,Kohinoor Investment & Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,2026-09-14T14:59:59.802444,Saptakoshi Development Bank Ltd
2026091403014766,SAPDBL,35,21,10,630.0,6300.0,2026-09-14,198719079,2860,Kohinoor Investment & Securities Pvt. Ltd.,Midas Stock Broking Company Private Limited,2026-09-14T14:59:59.802416,Saptakoshi Development Bank Ltd
2026091403014765,SAPDBL,35,22,100,628.5,62850.0,2026-09-14,198719077,2860,Kohinoor Investment & Securities Pvt. Ltd.,Siprabi Securities Pvt. Ltd.,2026-09-14T14:59:59.802389,Saptakoshi Development Bank Ltd
2026091403014764,SAPDBL,35,16,2000,628.0,1256000.0,2026-09-14,198719075,2860,Kohinoor Investment & Securities Pvt. Ltd.,Primo Securities (PVT) Ltd.,2026-09-14T14:59:59.802363,Saptakoshi Development Bank Ltd
2026091403014763,SAPDBL,35,6,50,628.0,31400.0,2026-09-14,198719073,2860,Kohinoor Investment & Securities Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,2026-09-14T14:59:59.802335,Saptakoshi Development Bank Ltd
2026091403014762,SAPDBL,35,40,15,628.0,9420.0,2026-09-14,198719069,2860,Kohinoor Investment & Securities Pvt. Ltd.,Creative Securities Pvt Ltd,2026-09-14T14:59:59.80231,Saptakoshi Development Bank Ltd
2026091403014761,SAPDBL,35,21,10,628.0,6280.0,2026-09-14,198719067,2860,Kohinoor Investment & Securities Pvt. Ltd.,Midas Stock Broking Company Private Limited,2026-09-14T14:59:59.802281,Saptakoshi Development Bank Ltd
2026091403014760,SAPDBL,35,8,50,627.9,31395.0,2026-09-14,198719065,2860,Kohinoor Investment & Securities Pvt. Ltd.,Brilliant Securities Pvt. Ltd.,2026-09-14T14:59:59.802253,Saptakoshi Development Bank Ltd
2026091403014759,SAPDBL,35,43,100,625.0,62500.0,2026-09-14,198719063,2860,Kohinoor Investment & Securities Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,2026-09-14T14:59:59.802228,Saptakoshi Development Bank Ltd
2026091403014758,SAPDBL,35,58,10,623.8,6238.0,2026-09-14,198719061,2860,Kohinoor Investment & Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,2026-09-14T14:59:59.802192,Saptakoshi Development Bank Ltd
2026091403014757,SAPDBL,35,22,100,622.5,62250.0,2026-09-14,198719059,2860,Kohinoor Investment & Securities Pvt. Ltd.,Siprabi Securities Pvt. Ltd.,2026-09-14T14:59:59.802162,Saptakoshi Development Bank Ltd
2026091403014756,SAPDBL,35,58,1299,622.0,807978.0,2026-09-14,198719057,2860,Kohinoor Investment & Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,2026-09-14T14:59:59.802113,Saptakoshi Development Bank Ltd
2026091403014755,ALBSL,41,33,40,1192.1,47684.0,2026-09-14,198719103,2807,Linch Stock Market Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2026-09-14T14:59:59.711967,Asha Laghubitta Bittiya Sanstha Ltd
2026091404013948,SGIC,45,29,10,389.0,3890.0,2026-09-14,198719102,2908,Imperial Securities Company Pvt. Ltd.,Trisul Securities & Invt. Ltd.,2026-09-14T14:59:59.70794,Sanima GIC Insurance Limited
2026091403014754,SAIL,28,45,10,990.0,9900.0,2026-09-14,198719056,9301,Shree Krishna Securities Ltd.,Imperial Securities Company Pvt. Ltd.,2026-09-14T14:59:59.704121,Shreenagar Agritech Industries Limited
2026091403014753,RSML,48,17,10,2936.0,29360.0,2026-09-14,198719054,9306,Trishakti Securities Public Limited,ABC Securities Private Limited,2026-09-14T14:59:59.66027,Reliance Spinning Mills Limited
2026091404013947,BANDIPUR,48,53,10,644.8,6448.0,2026-09-14,198719052,9297,Trishakti Securities Public Limited,Investment Management Nepal Pvt. Ltd.,2026-09-14T14:59:59.628651,Bandipur Cablecar and Tourism Limited
2026091404013946,BHCL,17,57,11,523.5,5758.5,2026-09-14,198719050,9267,ABC Securities Private Limited,Aryatara Investment & Securities,2026-09-14T14:59:59.619832,Bikash Hydropower Company Limited
