contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026081303017076,ECL,32,56,50,1559.9,77995.0,2026-08-13,196798917,9347,Premier Securities Company Ltd.,Sri Hari Securities Pvt. Ltd.,2026-08-13T14:59:59.999999,Everest Colour Limited
2026081303017075,ECL,32,62,10,1557.0,15570.0,2026-08-13,196798912,9347,Premier Securities Company Ltd.,Capital Max Securities Ltd,2026-08-13T14:59:59.999975,Everest Colour Limited
2026081303017074,ECL,32,58,10,1555.0,15550.0,2026-08-13,196798907,9347,Premier Securities Company Ltd.,Naasa Securities Co. Ltd.,2026-08-13T14:59:59.999949,Everest Colour Limited
2026081303017073,ECL,32,45,10,1555.0,15550.0,2026-08-13,196798904,9347,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2026-08-13T14:59:59.999925,Everest Colour Limited
2026081303017072,ECL,32,45,60,1555.0,93300.0,2026-08-13,196798899,9347,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2026-08-13T14:59:59.999889,Everest Colour Limited
2026081303017071,ECL,32,58,10,1555.0,15550.0,2026-08-13,196798895,9347,Premier Securities Company Ltd.,Naasa Securities Co. Ltd.,2026-08-13T14:59:59.999853,Everest Colour Limited
2026081303017070,ECL,32,58,30,1555.0,46650.0,2026-08-13,196798891,9347,Premier Securities Company Ltd.,Naasa Securities Co. Ltd.,2026-08-13T14:59:59.999819,Everest Colour Limited
2026081303017069,ECL,32,21,10,1555.0,15550.0,2026-08-13,196798888,9347,Premier Securities Company Ltd.,Midas Stock Broking Company Private Limited,2026-08-13T14:59:59.999785,Everest Colour Limited
2026081303017068,ECL,32,56,10,1555.0,15550.0,2026-08-13,196798883,9347,Premier Securities Company Ltd.,Sri Hari Securities Pvt. Ltd.,2026-08-13T14:59:59.99976,Everest Colour Limited
2026081303017067,ECL,32,58,10,1555.0,15550.0,2026-08-13,196798880,9347,Premier Securities Company Ltd.,Naasa Securities Co. Ltd.,2026-08-13T14:59:59.999735,Everest Colour Limited
2026081303017066,ECL,32,91,200,1554.9,310980.0,2026-08-13,196798875,9347,Premier Securities Company Ltd.,Citizens Share Broker Limited,2026-08-13T14:59:59.999705,Everest Colour Limited
2026081303017065,ECL,32,91,10,1554.0,15540.0,2026-08-13,196798871,9347,Premier Securities Company Ltd.,Citizens Share Broker Limited,2026-08-13T14:59:59.999678,Everest Colour Limited
2026081303017064,ECL,32,39,10,1552.5,15525.0,2026-08-13,196798867,9347,Premier Securities Company Ltd.,Sumeru Securities Pvt. Ltd.,2026-08-13T14:59:59.999651,Everest Colour Limited
2026081303017063,ECL,32,45,10,1552.5,15525.0,2026-08-13,196798863,9347,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2026-08-13T14:59:59.999626,Everest Colour Limited
2026081303017062,ECL,32,91,10,1552.0,15520.0,2026-08-13,196798859,9347,Premier Securities Company Ltd.,Citizens Share Broker Limited,2026-08-13T14:59:59.999601,Everest Colour Limited
2026081303017061,ECL,32,21,10,1552.0,15520.0,2026-08-13,196798856,9347,Premier Securities Company Ltd.,Midas Stock Broking Company Private Limited,2026-08-13T14:59:59.999571,Everest Colour Limited
2026081303017060,ECL,32,47,10,1552.0,15520.0,2026-08-13,196798852,9347,Premier Securities Company Ltd.,Neev Securities Pvt. Ltd.,2026-08-13T14:59:59.999536,Everest Colour Limited
2026081303017059,ECL,32,50,10,1550.0,15500.0,2026-08-13,196798848,9347,Premier Securities Company Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,2026-08-13T14:59:59.999506,Everest Colour Limited
2026081303017058,ECL,32,11,10,1550.0,15500.0,2026-08-13,196798844,9347,Premier Securities Company Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,2026-08-13T14:59:59.999485,Everest Colour Limited
2026081303017057,ECL,32,49,10,1550.0,15500.0,2026-08-13,196798839,9347,Premier Securities Company Ltd.,Online Securities Pvt. Ltd.,2026-08-13T14:59:59.999451,Everest Colour Limited
2026081303017056,ECL,32,38,10,1550.0,15500.0,2026-08-13,196798836,9347,Premier Securities Company Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-08-13T14:59:59.999415,Everest Colour Limited
2026081303017055,ECL,32,47,10,1550.0,15500.0,2026-08-13,196798832,9347,Premier Securities Company Ltd.,Neev Securities Pvt. Ltd.,2026-08-13T14:59:59.999382,Everest Colour Limited
2026081303017054,ECL,32,35,10,1550.0,15500.0,2026-08-13,196798828,9347,Premier Securities Company Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2026-08-13T14:59:59.999348,Everest Colour Limited
2026081303017053,ECL,32,58,10,1550.0,15500.0,2026-08-13,196798823,9347,Premier Securities Company Ltd.,Naasa Securities Co. Ltd.,2026-08-13T14:59:59.999323,Everest Colour Limited
2026081303017052,ECL,32,35,10,1550.0,15500.0,2026-08-13,196798820,9347,Premier Securities Company Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2026-08-13T14:59:59.999299,Everest Colour Limited
