contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026080403021519,CORBL,38,48,79,1070.5,84569.5,2026-08-04,196070894,450,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Trishakti Securities Public Limited,2026-08-04T14:59:59.997472,Corporate Development Bank Limited
2026080403021518,CORBL,57,48,100,1070.5,107050.0,2026-08-04,196070891,450,Aryatara Investment & Securities,Trishakti Securities Public Limited,2026-08-04T14:59:59.997439,Corporate Development Bank Limited
2026080403021517,CORBL,11,48,50,1071.0,53550.0,2026-08-04,196070888,450,Malla & Malla Stock Broking Company Pvt. Limited,Trishakti Securities Public Limited,2026-08-04T14:59:59.997411,Corporate Development Bank Limited
2026080403021516,CORBL,47,48,25,1071.0,26775.0,2026-08-04,196070883,450,Neev Securities Pvt. Ltd.,Trishakti Securities Public Limited,2026-08-04T14:59:59.997386,Corporate Development Bank Limited
2026080403021515,CORBL,62,48,26,1071.1,27848.6,2026-08-04,196070879,450,Capital Max Securities Ltd,Trishakti Securities Public Limited,2026-08-04T14:59:59.99736,Corporate Development Bank Limited
2026080403021514,CORBL,32,48,100,1071.1,107110.0,2026-08-04,196070875,450,Premier Securities Company Ltd.,Trishakti Securities Public Limited,2026-08-04T14:59:59.997336,Corporate Development Bank Limited
2026080403021513,CORBL,57,48,100,1071.5,107150.0,2026-08-04,196070872,450,Aryatara Investment & Securities,Trishakti Securities Public Limited,2026-08-04T14:59:59.997292,Corporate Development Bank Limited
2026080403021512,CORBL,36,48,74,1072.0,79328.0,2026-08-04,196070868,450,Secured Securities Ltd.,Trishakti Securities Public Limited,2026-08-04T14:59:59.997261,Corporate Development Bank Limited
2026080403021511,CORBL,58,48,25,1072.1,26802.5,2026-08-04,196070864,450,Naasa Securities Co. Ltd.,Trishakti Securities Public Limited,2026-08-04T14:59:59.99722,Corporate Development Bank Limited
2026080404014977,CHL,32,57,10,277.8,2778.0,2026-08-04,196070860,2766,Premier Securities Company Ltd.,Aryatara Investment & Securities,2026-08-04T14:59:59.987498,Chhyangdi Hydropower Ltd.
2026080403021510,SAPDBL,17,52,10,831.1,8311.0,2026-08-04,196070854,2860,ABC Securities Private Limited,Sundhara Securities Limited,2026-08-04T14:59:59.983285,Saptakoshi Development Bank Ltd
